Language,Subscription.Type,Subscription.Event.Type,Purchase.Store,Purchase.Amount,Currency,Demo.User,Free.Trial.User,Auto.Renew,Country,User.Type,Lead.Platform,Email.Subscriber,Push.Notifications,Send.Count,Open.Count,Click.Count,Unique.Open.Count,Unique.Click.Count,Dollar_val,sub_len_mnth,cluster
ESP,Limited,INITIAL_PURCHASE,Web,101.63,USD,No,No,Off,US/Canada,Other,Web,Yes,Yes,,,,,,101.63,13.07142857,4
ESP,Lifetime,INITIAL_PURCHASE,Web,154,USD,No,No,Off,Other,Other,Unknown,No,No,3,0,0,0,0,154,1032,1
POR,Limited,RENEWAL,Web,119,USD,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,3,3,2,2,1,119,26.10714286,2
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,Other,Other,Unknown,No,No,8,4,0,3,0,189,1028.607143,1
ALL,Lifetime,INITIAL_PURCHASE,Web,205.77,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,35,3,0,3,0,205.77,1028.678571,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,52,9,0,8,0,0,2.821428571,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,7,5,0,3,0,199,1028.392857,1
ITA,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,Off,Europe,Consumer,Web,Yes,Yes,192,39,0,20,0,39,3.392857143,4
ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,No,No,On,Other,Other,Unknown,No,No,8,0,0,0,0,95.88,26.10714286,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,No,Yes,,,,,,0,13.03571429,4
ESP,Lifetime,INITIAL_PURCHASE,Web,187.95,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,187.95,1031.678571,1
ESP,Limited,INITIAL_PURCHASE,Web,70.56,USD,No,No,On,Other,Other,Unknown,No,No,5,0,0,0,0,70.56,6.571428571,1
ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,236.81,1028.214286,1
POL,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,5,0,0,0,0,35.97,3.285714286,1
ESP,Limited,RENEWAL,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,14,0,0,0,0,79,6.571428571,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,79,41,13,34,9,189,1028.642857,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,3.214285714,2
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,8,2,0,1,0,199,1028.678571,4
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,8,3,0,2,0,35.97,3.285714286,1
ESP,Limited,INITIAL_PURCHASE,Web,39.3,USD,No,No,On,Other,Other,Unknown,No,No,9,5,0,3,0,39.3,3.285714286,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.17857143,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,3,0,0,0,0,0,26.10714286,1
ESP,Limited,RENEWAL,Web,119,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,4,3,0,2,0,119,19.53571429,4
ITA,Limited,INITIAL_PURCHASE,Web,119,USD,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,,,,,,119,6.857142857,4
ARA,Limited,INITIAL_PURCHASE,Web,41.57,USD,No,No,Off,Other,Other,Unknown,No,No,14,1,1,1,1,41.57,3.25,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,199,1027.928571,1
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,36,0,0,0,0,0,3.214285714,2
ESC,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,4,4,0,1,0,0,13.03571429,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,3.178571429,4
DEU,Limited,INITIAL_PURCHASE,Web,38.49,USD,No,No,On,Other,Other,Unknown,No,No,15,6,6,1,1,38.49,3.214285714,1
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,,,,,,0,3.392857143,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.535714286,1
ESP,Limited,INITIAL_PURCHASE,Web,72.8,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,72.8,8.714285714,1
ESP,Limited,INITIAL_PURCHASE,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,18,0,0,0,0,79,3.285714286,1
GRK,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
JPN,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.25,1
ALL,Lifetime,INITIAL_PURCHASE,Web,226.8,USD,Yes,No,Off,Europe,Consumer,App,No,Yes,163,46,2,22,1,226.8,1028.285714,2
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,7,1,0,1,0,199,1028.214286,4
ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,26,0,0,0,0,212.13,1027.928571,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,33,0,0,0,0,0,3.285714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,204.12,USD,No,No,Off,Other,Other,Unknown,No,No,8,3,0,1,0,204.12,1028.107143,1
VIE,Limited,RENEWAL,Web,119,USD,No,No,Off,Other,Other,Unknown,No,No,9,3,2,2,1,119,13.07142857,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,31,0,0,0,0,0,6.821428571,4
CHI,Limited,RENEWAL,Web,179,USD,No,No,On,Other,Other,Unknown,No,No,2,1,0,1,0,179,26.46428571,1
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,0,26.10714286,1
HIN,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,1,1,0,1,0,0,3.285714286,1
ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,10,5,0,2,0,35.97,3.285714286,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,6.464285714,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,4,1,0,1,0,199,1028.642857,1
RUS,Limited,INITIAL_PURCHASE,Web,143.76,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,143.76,26.10714286,1
RUS,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,104,8,1,5,1,199,1027.607143,4
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,0,13.10714286,4
POL,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,138,18,0,12,0,0,3.178571429,2
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,No,Yes,11,11,1,7,1,0,13.03571429,4
ALL,Limited,INITIAL_PURCHASE,Web,101.64,USD,No,No,On,Other,Other,Unknown,No,No,6,0,0,0,0,101.64,13.07142857,1
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,9,1,0,1,0,35.97,3.214285714,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
CHI,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,189,1028.285714,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,8,1,1,1,1,0,6.821428571,4
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,212.93,USD,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,212.93,1027.392857,1
DEU,Limited,RENEWAL,Web,119,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,6,3,0,2,0,119,13.07142857,4
ALL,Limited,INITIAL_PURCHASE,Web,99,USD,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,124,49,18,34,7,99,13.03571429,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,37,0,0,0,0,0,3.285714286,2
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,7,0,0,0,0,199,1028.678571,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,168,5,1,5,1,199,1027.607143,4
TUR,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,6.571428571,4
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,3.214285714,2
ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,9,8,3,2,1,95.88,13.03571429,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,199,1028.428571,1
TGL,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,0,26.10714286,1
ESP,Lifetime,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,0,1043.214286,4
ALL,Lifetime,INITIAL_PURCHASE,Web,205.77,USD,No,No,Off,Other,Other,Unknown,No,No,7,0,0,0,0,205.77,1028.714286,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,189,1028.428571,1
ENG,Limited,RENEWAL,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,5,2,0,1,0,35.97,6.535714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,95,73,10,20,3,199,1028.285714,2
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,35.97,3.25,4
FRA,Limited,RENEWAL,Web,35.97,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,10,10,0,3,0,35.97,19.53571429,4
ALL,Lifetime,INITIAL_PURCHASE,Web,218.9,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,218.9,1028.357143,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,132,13,7,6,1,189,1028.5,4
ESC,Limited,RENEWAL,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,3,3,0,2,0,79,6.535714286,1
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,31,0,0,0,0,0,3.285714286,4
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,55,55,0,55,0,35.97,3.285714286,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,41,0,0,0,0,0,6.964285714,1
ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,8,0,0,0,0,35.97,3.214285714,1
ESC,Lifetime,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,6,6,6,1,1,0,1044.214286,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,199,1027.821429,1
KOR,Limited,INITIAL_PURCHASE,Web,38.25,USD,No,No,Off,Other,Other,Unknown,No,No,13,4,0,4,0,38.25,3.25,1
ITA,Limited,RENEWAL,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,4,0,0,0,0,79,6.5,1
TGL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,14,5,0,2,0,199,1029.571429,1
DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,25,23,0,10,0,35.97,19.10714286,1
GRK,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,189,6,0,5,0,0,6.571428571,2
ENG,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Consumer,Web,Yes,Yes,1,0,0,0,0,0,13.03571429,1
POR,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,3.285714286,4
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,22,0,0,0,0,0,3.285714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,8,3,0,1,0,199,1028.25,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,46,7,0,7,0,0,3.285714286,1
TUR,Limited,RENEWAL,Web,119,USD,No,No,Off,Other,Other,Unknown,No,No,6,1,1,1,1,119,13.07142857,1
IND,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Europe,Consumer,Web,No,Yes,60,1,1,1,1,0,6.5,4
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,0,6.785714286,4
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,1,0,0,0,0,35.97,3.285714286,1
TGL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,189,1031.678571,1
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,46,0,0,0,0,0,6.5,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,155,0,0,0,0,0,1.107142857,4
ESP,Limited,RENEWAL,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,79,6.571428571,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,0,6.5,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,7,1,0,1,0,199,1028.714286,1
JPN,Limited,INITIAL_PURCHASE,Web,39,USD,No,No,Off,Other,Other,Unknown,No,No,13,12,3,3,1,39,3.25,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.07142857,1
VIE,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,On,Other,Consumer,Web,Yes,Yes,17,0,0,0,0,39,3.392857143,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,45,0,0,0,0,0,3.178571429,4
ALL,Lifetime,INITIAL_PURCHASE,Web,189.05,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,189.05,1027.321429,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,314,311,0,190,0,0,6.571428571,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,64,0,0,0,0,0,6.464285714,4
ESP,Limited,INITIAL_PURCHASE,Web,117.72,USD,No,No,Off,Other,Other,Unknown,No,No,9,6,0,3,0,117.72,6.535714286,1
GRK,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,35.97,3.285714286,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,24,0,0,0,0,0,6.535714286,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,3.285714286,4
ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,35.97,3.285714286,1
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,111,80,3,37,1,0,13.03571429,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199.4,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,123,14,3,8,3,199.4,1028.642857,4
POL,Limited,INITIAL_PURCHASE,Web,13.61,USD,No,No,Off,Other,Consumer,Web,No,Yes,,,,,,13.61,3.285714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,172,20,1,19,1,199,1027.821429,4
FRA,Limited,RENEWAL,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,13,12,0,2,0,35.97,16.46428571,1
ESC,Lifetime,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,0,1044.071429,4
ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,8,2,0,2,0,35.97,3.214285714,1
ITA,Limited,RENEWAL,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,3,1,0,1,0,35.97,9.785714286,1
ENG,Limited,INITIAL_PURCHASE,Web,39,USD,No,No,Off,Other,Other,Unknown,No,No,3,0,0,0,0,39,3.285714286,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,13.21428571,2
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,7,6,0,3,0,199,1027.607143,1
TGL,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,51,0,0,0,0,0,3.285714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,11,11,1,3,1,199,1028.392857,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,199,1028.214286,1
ESP,Limited,INITIAL_PURCHASE,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,24,0,0,0,0,79,3.285714286,1
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.178571429,1
TGL,Limited,INITIAL_PURCHASE,Web,99,USD,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,99,13.07142857,1
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,0,13.03571429,4
HIN,Limited,INITIAL_PURCHASE,Web,39,USD,Yes,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,39,3.25,4
FAR,Limited,INITIAL_PURCHASE,Web,38.13,USD,No,No,On,Other,Other,Unknown,No,No,8,1,0,1,0,38.13,3.25,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,3.214285714,4
ALL,Limited,INITIAL_PURCHASE,Web,104.75,USD,No,No,On,Other,Other,Unknown,No,No,19,3,3,1,1,104.75,13.03571429,1
CHI,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,46,4,0,4,0,0,3.321428571,4
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,46,0,0,0,0,0,6.535714286,4
ALL,Lifetime,INITIAL_PURCHASE,Web,228.69,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,228.69,1028.714286,1
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,168,5,0,2,0,0,13.03571429,4
HEB,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,34,1,1,1,1,35.97,3.285714286,1
CHI,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,0,13.03571429,4
FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,13,0,0,0,0,35.97,3.285714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,Other,Other,Unknown,No,No,5,5,0,1,0,189,1027.428571,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,192,18,0,15,0,0,3.25,4
FRA,Limited,RENEWAL,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,16,14,0,5,0,35.97,6.5,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,40,0,0,0,0,0,3.285714286,4
CHI,Lifetime,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,0,1044.178571,4
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,8,8,4,2,1,0,13.03571429,1
FRA,Limited,RENEWAL,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,2,2,0,2,0,35.97,6.5,1
ESP,Limited,INITIAL_PURCHASE,Web,39,USD,No,No,Off,Other,Other,Unknown,No,No,9,9,0,5,0,39,3.25,1
GRK,Limited,INITIAL_PURCHASE,Web,39.07,USD,No,No,On,Other,Other,Unknown,No,No,31,29,26,4,2,39.07,9.892857143,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,13,0,0,0,0,0,13.03571429,1
GRK,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,3.214285714,4
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,176,117,0,84,0,189,1028.25,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,161,4,0,4,0,0,1.107142857,2
ESP,Limited,RENEWAL,Web,119,USD,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,119,13.07142857,1
JPN,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,13,0,0,0,0,0,3.285714286,4
DEU,Limited,RENEWAL,Web,79,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,83,0,0,0,0,79,16.35714286,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,3,0,0,0,0,199,1027.392857,1
ALL,Limited,INITIAL_PURCHASE,Web,101.73,USD,No,No,On,Other,Other,Unknown,No,No,7,0,0,0,0,101.73,13.03571429,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,38,0,0,0,0,0,6.464285714,1
ESP,Limited,RENEWAL,Web,79,USD,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,88,0,0,0,0,79,6.535714286,4
ITA,Limited,INITIAL_PURCHASE,Web,39,USD,No,No,Off,Other,Other,Unknown,No,No,6,6,0,2,0,39,3.25,1
ENG,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,105,0,0,0,0,0,14.14285714,4
SVE,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,95,8,0,8,0,0,13.03571429,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,0,13.35714286,4
ESP,Limited,INITIAL_PURCHASE,Web,39.3,USD,No,No,On,Other,Other,Unknown,No,No,8,2,1,2,1,39.3,3.214285714,1
HEB,Limited,INITIAL_PURCHASE,Web,37.91,USD,No,No,On,Other,Other,Unknown,No,No,7,2,0,2,0,37.91,3.214285714,1
DEU,Limited,INITIAL_PURCHASE,Web,143.76,USD,No,No,Off,Other,Other,Unknown,No,No,11,2,0,1,0,143.76,26.10714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,199,1028.285714,1
ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,No,No,Off,Other,Other,Unknown,No,No,6,3,0,2,0,212.13,1027.785714,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189.05,USD,No,No,Off,Other,Other,Unknown,No,No,18,18,0,3,0,189.05,1028.464286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,199,1027.75,1
ESC,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.464285714,1
ESP,Limited,RENEWAL,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,41,0,0,0,0,79,6.535714286,1
CHI,Lifetime,INITIAL_PURCHASE,Web,190.81,USD,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,190.81,1031.642857,1
ALL,Lifetime,INITIAL_PURCHASE,Web,202.23,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,67,12,2,6,1,202.23,1028.714286,4
